#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
aburner2;After Burner II;mame;;1987;Sega;;1;0;joystick (analog);good;1;raster;;;;2;;;;
aburner2g;After Burner II (German);mame;aburner2;1987;Sega;;1;0;joystick (analog);good;1;raster;aburner2;;;2;;;;
aoh;Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07);mame;;2001;Unico;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
airbustrj;Air Buster: Trouble Specialty Raid Unit (Japan);mame;airbustr;1990;Kaneko (Namco license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;airbustr;;;2;;;;
airbustr;Air Buster: Trouble Specialty Raid Unit (World);mame;;1990;Kaneko (Namco license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
airbustrb;Air Buster: Trouble Specialty Raid Unit (bootleg);mame;airbustr;1990;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;airbustr;;;2;;;;
agallet;Air Gallet (Europe);mame;;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
agalleth;Air Gallet (Hong Kong);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletk;Air Gallet (Korea);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agallett;Air Gallet (Taiwan);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletu;Air Gallet (USA);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalleta;Air Gallet (older, Europe);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletah;Air Gallet (older, Hong Kong);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletak;Air Gallet (older, Korea);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletat;Air Gallet (older, Taiwan);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletau;Air Gallet (older, USA);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
airwolf;Airwolf;mame;;1987;Kyugo;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
airwolfa;Airwolf (US);mame;airwolf;1987;Kyugo (United Amusements license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;airwolf;;;2;;;;
agalletj;Akuu Gallet (Japan);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
agalletaj;Akuu Gallet (older, Japan);mame;agallet;1996;Gazelle (Banpresto license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;;;3;;;;
alexkidd1;Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021);mame;alexkidd;1986;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;alexkidd;;;3;;;;
alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);mame;;1986;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
aliensec;Alien Sector;mame;;1985;Namco;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
astormj;Alien Storm (Japan, 2 Players) (FD1094 317-0146);mame;astorm;1990;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;astorm;;;3;;;;
astormjd;Alien Storm (Japan, 2 Players) (bootleg of FD1094 317-0146 set);mame;astorm;1990;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;astorm;;;3;;;;
astormu;Alien Storm (US, 3 Players) (FD1094 317-0147);mame;astorm;1990;Sega;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;astorm;;;3;;;;
astormud;Alien Storm (US, 3 Players) (bootleg of FD1094 317-0147 set);mame;astorm;1990;bootleg;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;astorm;;;3;;;;
astorm;Alien Storm (World, 2 Players) (FD1094 317-0154);mame;;1990;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
astorm3;Alien Storm (World, 3 Players) (FD1094 317-0148);mame;astorm;1990;Sega;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;astorm;;;3;;;;
astorm3d;Alien Storm (World, 3 Players) (bootleg of FD1094 317-0148 set);mame;astorm;1990;bootleg;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;astorm;;;3;;;;
astormbl;Alien Storm (bootleg, set 1);mame;astorm;1990;bootleg;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;astorm;;;3;;;;
astormb2;Alien Storm (bootleg, set 2);mame;astorm;1990;bootleg;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;astorm;;;3;;;;
aliensynjo;Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033);mame;aliensyn;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliensyn;;;3;;;;
aliensyn2;Alien Syndrome (set 2, System 16A, FD1089A 317-0033);mame;aliensyn;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliensyn;;;3;;;;
aliensyn3;Alien Syndrome (set 3, System 16B, FD1089A 317-0033);mame;aliensyn;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliensyn;;;3;;;;
aliensyn;Alien Syndrome (set 4, System 16B, unprotected);mame;;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
aliensyn5;Alien Syndrome (set 5, System 16A, FD1089B 317-0037);mame;aliensyn;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliensyn;;;3;;;;
aliensynj;Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033);mame;aliensyn;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliensyn;;;3;;;;
aliensyn7;Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx);mame;aliensyn;1987;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliensyn;;;3;;;;
avspa;Alien vs. Predator (Asia 940520);mame;avsp;1994;Capcom;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;avsp;;;3;;;;
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);mame;avsp;1994;bootleg;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;avsp;;;3;;;;
avsp;Alien vs. Predator (Euro 940520);mame;;1994;Capcom;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
avsph;Alien vs. Predator (Hispanic 940520);mame;avsp;1994;Capcom;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;avsp;;;3;;;;
avspj;Alien vs. Predator (Japan 940520);mame;avsp;1994;Capcom;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;avsp;;;3;;;;
avspu;Alien vs. Predator (USA 940520);mame;avsp;1994;Capcom;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;avsp;;;3;;;;
aliensa;Aliens (Asia);mame;aliens;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliens;;;2;;;;
aliensj;Aliens (Japan set 1);mame;aliens;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliens;;;2;;;;
aliensj2;Aliens (Japan set 2);mame;aliens;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliens;;;2;;;;
aliensu;Aliens (US);mame;aliens;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliens;;;2;;;;
aliens;Aliens (World set 1);mame;;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
aliens2;Aliens (World set 2);mame;aliens;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliens;;;2;;;;
aliens3;Aliens (World set 3);mame;aliens;1990;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;aliens;;;2;;;;
alpham2;Alpha Mission II / ASO II - Last Guardian (NGM-007 ~ NGH-007);mame;;1991;SNK;;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;;4;;;;
alpham2p;Alpha Mission II / ASO II - Last Guardian (prototype);mame;alpham2;1991;SNK;;2;0;joystick (8-way),joystick (8-way);good;1;raster;alpham2;;;4;;;;
alpinerc;Alpine Racer (Rev. AR2 Ver.C, World);mame;alpinerd;1994;Namco;;2;0;joystick (2-way),joystick (analog),joystick (analog);imperfect;1;raster;alpinerd;;;;;;;
alpinerd;Alpine Racer (Rev. AR2 Ver.D, World);mame;;1994;Namco;;2;0;joystick (2-way),joystick (analog),joystick (analog);imperfect;1;raster;;;;;;;;
alpine;Alpine Ski (set 1);mame;;1982;Taito Corporation;;2;270;joystick (2-way),joystick (2-way);good;1;raster;;;;1;;;;
alpinea;Alpine Ski (set 2);mame;alpine;1982;Taito Corporation;;2;270;joystick (2-way),joystick (2-way);good;1;raster;alpine;;;1;;;;
alpinesa;Alpine Surfer (Rev. AF2 Ver.A, World);mame;;1996;Namco;;2;0;joystick (2-way),joystick (analog),joystick (analog);preliminary;1;raster;;;;;;;;
altbeastbl;Altered Beast (Datsu bootleg);mame;altbeast;1988;bootleg (Datsu);;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;altbeast;;;3;;;;
altbeastbl2;Altered Beast (bootleg);mame;altbeast;1988;bootleg;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;altbeast;;;3;;;;
altbeast2;Altered Beast (set 2) (MC-8123B 317-0066);mame;altbeast;1988;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;altbeast;;;3;;;;
altbeast4;Altered Beast (set 4) (MC-8123B 317-0066);mame;altbeast;1988;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;altbeast;;;3;;;;
altbeast5;Altered Beast (set 5) (FD1094 317-0069);mame;altbeast;1988;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;altbeast;;;3;;;;
altbeast5d;Altered Beast (set 5) (bootleg of FD1094 317-0069 set);mame;altbeast;1988;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;altbeast;;;3;;;;
altbeast6;Altered Beast (set 6) (8751 317-0076);mame;altbeast;1988;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;altbeast;;;3;;;;
altbeast;Altered Beast (set 8) (8751 317-0078);mame;;1988;Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
anteaterg;Ameisenbaer (German);mame;anteater;1982;Tago Electronics (TV-Tuning license from Free Enterprise Games);;2;90;joystick (4-way),joystick (4-way);good;1;raster;anteater;;;1;;;;
anteatergg;Ameisenbaer (German, Galaxian hardware);mame;anteater;1982;bootleg;;2;90;joystick (4-way),joystick (4-way);good;1;raster;anteater;;;1;;;;
androdun;Andro Dunos (NGM-049 ~ NGH-049);mame;;1992;Visco;;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;;4;;;;
anteater;Anteater;mame;;1982;Tago Electronics;;1;90;joystick (4-way);good;1;raster;;;;1;;;;
anteateruk;The Anteater (UK);mame;anteater;1982;Tago Electronics (Free Enterprise Games license;;2;90;joystick (4-way),joystick (4-way);good;1;raster;anteater;;;1;;;;
kovshxas;Aoshi Sanguo (bootleg of Knights of Valour Super Heroes Plus, V202CN, Oct 6 2008 09:59:26);mame;kovshp;2008;bootleg;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kovshp;;;4;;;;
aquarush;Aqua Rush (Japan, AQ1/VER.A1);mame;;1999;Namco;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;;
arabian;Arabian;mame;;1983;Sun Electronics;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
arabiana;Arabian (Atari);mame;arabian;1983;Sun Electronics (Atari license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;arabian;;;1;;;;
arabfgtj;Arabian Fight (Japan);mame;arabfgt;1991;Sega;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;arabfgt;;;2;;;;
arabfgtu;Arabian Fight (US);mame;arabfgt;1991;Sega;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;arabfgt;;;2;;;;
arabfgt;Arabian Fight (World);mame;;1991;Sega;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
arabianmu;Arabian Magic (Ver 1.0A 1992/07/06);mame;arabianm;1992;Taito America Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;arabianm;;;4;;;;
arabianmj;Arabian Magic (Ver 1.0J 1992/07/06);mame;arabianm;1992;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;arabianm;;;4;;;;
arabianm;Arabian Magic (Ver 1.0O 1992/07/06);mame;;1992;Taito Corporation Japan;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
archrivla;Arch Rivals (rev 2.0 5/03/89);mame;archrivl;1989;Bally Midway;;2;0;joystick (analog),joystick (analog);good;1;raster;archrivl;;;2;;;;
archrivlb;Arch Rivals (rev 2.0 5/03/89, 8-way Joystick bootleg);mame;archrivl;1989;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;archrivl;;;2;;;;
archrivl;Arch Rivals (rev 4.0 6/29/89);mame;;1989;Bally Midway;;2;0;joystick (analog),joystick (analog);good;1;raster;;;;2;;;;
area51a;Area 51 (Atari Games license, Oct 25, 1995);mame;area51;1995;Atari Games;;2;0;lightgun,lightgun;good;1;raster;area51;;chd;1;;;;
area51;Area 51 (R3000);mame;;1996;Atari Games;;2;0;lightgun,lightgun;good;1;raster;;;chd;1;;;;
area51ta;Area 51 (Time Warner license, Nov 27, 1995);mame;area51;1995;Atari Games (Time Warner license);;2;0;lightgun,lightgun;good;1;raster;area51;;chd;1;;;;
area51t;Area 51 (Time Warner license, Oct 17, 1996);mame;area51;1995;Atari Games (Time Warner license);;2;0;lightgun,lightgun;good;1;raster;area51;;chd;1;;;;
area51mx;Area 51 / Maximum Force Duo v2.0;mame;;1998;Atari Games;;2;0;lightgun,lightgun;good;1;raster;;;chd;1;;;;
lwingsj;Ares no Tsubasa (Japan);mame;lwings;1986;Capcom;;2;90;joystick (8-way),joystick (8-way);good;1;raster;lwings;;;2;;;;
lwingsja;Ares no Tsubasa (Japan, rev. A);mame;lwings;1986;Capcom;;2;90;joystick (8-way),joystick (8-way);good;1;raster;lwings;;;2;;;;
rygarj;Argus no Senshi (Japan);mame;rygar;1986;Tecmo;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rygar;;;2;;;;
arkanoidja;Arkanoid (Japan, newer w/level select);mame;arkanoid;1986;Taito Corporation;;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arkanoidj;Arkanoid (Japan, newer);mame;arkanoid;1986;Taito Corporation;;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arkanoidjb;Arkanoid (Japan, older);mame;arkanoid;1986;Taito Corporation;;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arkanoidu;Arkanoid (US, newer);mame;arkanoid;1986;Taito America Corporation (Romstar license);;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arkanoiduo;Arkanoid (US, older);mame;arkanoid;1986;Taito America Corporation (Romstar license);;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arkanoid;Arkanoid (World, older);mame;;1986;Taito Corporation Japan;;2;90;dial,dial;good;1;raster;;;;1;;;;
arkanoidjbl;Arkanoid (bootleg with MCU, set 1);mame;arkanoid;1986;bootleg;;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arkanoidjbl2;Arkanoid (bootleg with MCU, set 2);mame;arkanoid;1986;bootleg (Beta);;2;90;dial,dial;good;1;raster;arkanoid;;;1;;;;
arknoid2b;Arkanoid - Revenge of DOH (Japan bootleg);mame;arknoid2;1987;bootleg;;2;270;dial,dial;good;1;raster;arknoid2;;;1;;;;
arknoid2j;Arkanoid - Revenge of DOH (Japan);mame;arknoid2;1987;Taito Corporation;;2;270;dial,dial;good;1;raster;arknoid2;;;1;;;;
arknoid2u;Arkanoid - Revenge of DOH (US);mame;arknoid2;1987;Taito America Corporation (Romstar license);;2;270;dial,dial;good;1;raster;arknoid2;;;1;;;;
arknoid2;Arkanoid - Revenge of DOH (World);mame;;1987;Taito Corporation Japan;;2;270;dial,dial;good;1;raster;;;;1;;;;
batriderc;Armed Police Batrider (China) (Fri Feb 13 1998);mame;batrider;1998;Raizing / Eighting;;2;270;joystick (8-way),joystick (8-way);good;1;raster;batrider;;;3;;;;
batrider;Armed Police Batrider (Europe) (Fri Feb 13 1998);mame;;1998;Raizing / Eighting;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
batriderhk;Armed Police Batrider (Hong Kong) (Mon Dec 22 1997);mame;batrider;1998;Raizing / Eighting;;2;270;joystick (8-way),joystick (8-way);good;1;raster;batrider;;;3;;;;
batriderj;Armed Police Batrider (Japan, B version) (Fri Feb 13 1998);mame;batrider;1998;Raizing / Eighting;;2;270;joystick (8-way),joystick (8-way);good;1;raster;batrider;;;3;;;;
batriderja;Armed Police Batrider (Japan, older version) (Mon Dec 22 1997);mame;batrider;1998;Raizing / Eighting;;2;270;joystick (8-way),joystick (8-way);good;1;raster;batrider;;;3;;;;
